sentence1,sentence2,label,id
A man in a black shirt does work outside a window of a brick building.,A man is doing yard work in front of his house.,1,snli_527583
A woman takes a picture of a baby wearing a pink hat while a man carries her.,The baby is carried around,0,snli_404365
The bell at the top of the tower appears to be surrounded by some sort of fence or wiring.,The tower has a bell at the top.,0,snli_143616
Men in military uniforms walking in a group playing music and pounding on drums.,the men are asleep in the vehicle,2,snli_236222
"Grocery store employee, dressed in a red apron & a baseball cap, sits on a ledge in front of the store.",A person is sitting on the grass in the park.,2,snli_421836
A young couple takes a nap on a couch.,The couple sits together to watch a movie.,2,snli_74728
yeah uh either sinus problems or like i say colds or flu or whatever of course i don't know that that's really really weather related i think you know we just have have every once in a while have epidemics of,The weather incluences the epidemics of colds or flu we have been experiencing.,1,mnli_134251
Two men are wrestling in a gym.,The men are cooking,2,snli_51232
Disk compression and networking into Windows.,Disk compression and networking is possible in Windows and this is a new technology that they just launched.,1,mnli_5687
Two men play the violin with a blurred music stand and another violinist's hand in the foreground.,2 men play the violin at a concert.,1,snli_174521
Two old girlfriends dish the latest dirt.,Two friends are gossiping.,0,mnli_152559
It's also an antiques-collector's paradise.,Many antiques can be found there.,0,mnli_288140
"Little boy with curly hair, a green shirt and blue jeans, has a baseball bat near a pinata, while a female behind him gets ready to take a picture of him.",Little boy is at bat in a baseball game and is ready to swing at the next pitch.,2,snli_85580
It is an unremarkable place save for its most important product.,"The place has attractions and amenities, with its' main attraction being the product.",1,mnli_147491
The young lady is looking at the pizza.,The lady is looking a food.,0,snli_541078
A man driving a yellow train next to a highway talks on his cellphone.,"A train driver ignoring his duties, about to crash the train due to talking on his cellphone.",1,snli_132194
"You'll probably end up with a price that's around 50 70% of this initial price so if the goods are genuinely more expensive than you want to pay, better to walk away now with a handshake and a firm  no thank you.  ",The prices will increase beyond the initial price.,2,mnli_196575
A laughing woman holds up a blue baby's one-piece jumper while another woman looks on.,The women are with their kids in the water.,2,snli_61461
Man sitting on an old fashion trolley.,The man is standing on top of the train.,2,snli_519446
"Las Vegas has a rich boxing history, having hosted enough championship matches to qualify as a capital of the sport.",Many boxing competitions have been held in Las Vegas.,0,mnli_242400
"Contributors need only be able to use Internet browsers and basic word processing and email programs, Colpoys said.",The contributions help the program run well.,1,mnli_118232
that would be nice,"That could never work out, it would be horrible.",2,mnli_390425
Dates for three additional visits will be selected in the near future.,Dates for additional visits will be selected this month.,1,mnli_97978
A boy on rollerblades jumps over a blue barrel.,A boy is in a rollerblading competition.,1,snli_123190
A young bride purses her lips.,The bride is old.,2,snli_392537
"Machico is one of Ma?­dei?­ra's boat-building centers, and on the beach you will probably see work in progress on both old and new vessels, the former being used for scrap.",Old vessels on the beach are being used for scrap.,0,mnli_121503
a couple wearing black vike helmets sitting on a bench together,A boy throws bread into the pond at a park.,2,snli_434836
The data from the Matters Reporting System can be used for a variety of important purposes.,The Reporting System is extremely accurate.,1,mnli_297536
Two people run in a race.,People racing against each other.,0,snli_368357
Aspects of the system that could be tested through sampling might include verifying that the electronic recording of receipt and acceptance was supported by other sources.,"What could be tested regarding the system could be, for example, the employees' work.",2,mnli_292771
A small baby is in a plastic cradle.,The infant likes the cradle,1,snli_448009
"The ruling is seen as a victory for constitutional purists and a political blow to President Clinton, who had hoped to use the threat (if not the reality) of a line-item veto as leverage in budget negotiations with Congress.",President Clinton also found this to be a victory.,2,mnli_45990
"There is a fine collection of historical memorabilia as well as old paintings and etchings, and a 19th-century Chinese bridal chamber.",The collection of historical memorabilia is very poor.,2,mnli_314563
"By 1991, that figure had plummeted to 61.",The figure dropped to 61.,0,mnli_232502
A group of people marching past an old building.,A group of people outside on the street,0,snli_528839
He spoke to no one.,He didn't talk to anyone. ,0,mnli_259010
Old men stand on the street.,The men are wearing parkas.,1,snli_131284
I don't believe Tuppence was ever in this house.,I think Tuppence never stepped in this particular house.,0,mnli_373485
A man lecturing a group of people in a medium sized room.,People enjoy an outdoor play.,2,snli_135028
been in positions similar to men for that many years relative to how long men have had those types of positions,The years of experience helps the individuals in those positions greatly. ,1,mnli_62220
The other purpose is cuddling the students.,Cuddling the teachers is the purpose.,2,mnli_39169
A donkey pulled cart is carrying produce down a street.,a cart is pulled by a donkey,0,snli_441087
"A crow watches as five people with ""Yong In Univ."" outfits perform.",A pet crow is watching his students dance in their university outfits.,1,snli_505185
right that that walkabout's a good program it really is you know when they first started it i i got all the information of course,When they first started that walkabout I got all the information.,0,mnli_267205
There is a man wrapped in a blanket of some sort sliding down a hill that is covered in snow.,A man in swimming truncks is enjoying the sunshine.,2,snli_122374
The woman in the blue sweater encourages the dog to jump in the air.,A man plays with his cat.,2,snli_350345
A child is wearing a red hat shaped like a hand.,A child is wearing a hat that is in the shape of a body part.,0,snli_255125
"A woman standing in a dark doorway, waiting to be let into the building.",A woman sits on her couch.,2,snli_399056
